Agency_Name,Outlayed_Amount
"Department of Education",17036.88
"Department of Education",11065.00
"Department of Education",975.00
"Department of Education",16729.53
"Department of Education",5860.00
"Department of Education",11200.00
"Department of Education",14688.00
"Department of Education",25377.60
"Department of Education",22140.00
"Department of Education",8258.70
"Department of Education",12500.00
"Department of Education",6126.00
"Department of Education",10815.00
"Department of Education",14994.00
"Department of Education",13495.00
"Department of Education",9643.76
"Department of Education",247541.47
"Department of Education",14692.60
"Department of Education",0.00
"Department of Education",512621.77
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",772133.46
"Department of Education",0.00
"Department of Education",452381.06
"Department of Education",2079663.49
"Department of Education",0.00
"Department of Education",280984.44
"Department of Education",323752.88
"Department of Education",1226264.26
"Department of Education",629630.78
"Department of Education",0.00
"Department of Education",1371033.28
"Department of Education",14293536.08
"Department of Education",9340985.30
"Department of Education",11210614.87
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",47604342.11
"Department of Education",24772675.55
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",1927361.46
"Department of Education",0.00
"Department of Education",40500.00
"Department of Education",35775.24
"Department of Education",110053.45
"Department of Education",67105.75
"Department of Education",103870.90
"Department of Education",4056129.69
"Department of Education",1415286.13
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",9683.00
"Department of Education",2505984.65
"Department of Education",0.00
"Department of Education",809632.56
"Department of Education",3314709.75
"Department of Education",363573.25
"Department of Education",36246811.98
"Department of Education",48365.22
"Department of Education",11912479.26
"Department of Education",9588359.19
"Department of Education",0.00
"Department of Education",43731.00
"Department of Education",129960.00
"Department of Education",57542.00
"Department of Education",63425.00
"Department of Education",39328.00
"Department of Education",104915.00
"Department of Education",45066.00
"Department of Education",32713.00
"Department of Education",20244.00
"Department of Education",32014.00
"Department of Education",152807.00
"Department of Education",97137.00
"Department of Education",447339.00
"Department of Education",43904.00
"Department of Education",428890.87
"Department of Education",30933.00
"Department of Education",26745.00
"Department of Education",120523.00
"Department of Education",36082.00
"Department of Education",110287.00
"Department of Education",31449.00
"Department of Education",0.00
"Department of Education",103926.00
"Department of Education",32250.00
"Department of Education",45493.00
"Department of Education",38030.00
"Department of Education",242918.00
"Department of Education",176793.00
"Department of Education",0.00
"Department of Education",31290.00
"Department of Education",34168.00
"Department of Education",51903.00
"Department of Education",0.00
"Department of Education",43440.00
"Department of Education",42347.00
"Department of Education",839838.86
"Department of Education",30546.00
"Department of Education",320020.60
"Department of Education",823444.99
"Department of Education",0.00
"Department of Education",5436146.98
"Department of Education",3518422.08
"Department of Education",1057053.00
"Department of Education",0.00
"Department of Education",16922171.00
"Department of Education",3200166.07
"Department of Education",2315407.62
"Department of Education",15820953.45
"Department of Education",585542.63
"Department of Education",10118009.82
"Department of Education",3118583.00
"Department of Education",5485702.17
"Department of Education",3923077.01
"Department of Education",390129.09
"Department of Education",62000.00
"Department of Education",1644595.25
"Department of Education",0.00
"Department of Education",899676.82
"Department of Education",0.00
